Model	Type	Instance	Competition	Id	Verdict
AirplaneLD	COL	0050	ReachabilityCardinality	07	FALSE
AirplaneLD	COL	0050	ReachabilityCardinality	08	FALSE
AirplaneLD	COL	0050	ReachabilityCardinality	09	FALSE
AirplaneLD	COL	0050	ReachabilityCardinality	10	FALSE
AirplaneLD	COL	0050	ReachabilityCardinality	11	FALSE
AirplaneLD	COL	0050	ReachabilityCardinality	12	TRUE
AirplaneLD	COL	0050	ReachabilityCardinality	13	TRUE
AirplaneLD	COL	0050	ReachabilityCardinality	14	TRUE
AirplaneLD	COL	0050	ReachabilityCardinality	15	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	00	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	01	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	02	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	03	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	04	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	05	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	06	FALSE
AirplaneLD	COL	0050	ReachabilityFireability	07	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	08	FALSE
AirplaneLD	COL	0050	ReachabilityFireability	09	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	10	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	11	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	12	FALSE
AirplaneLD	COL	0050	ReachabilityFireability	13	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	14	TRUE
AirplaneLD	COL	0050	ReachabilityFireability	15	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	00	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	01	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	02	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	03	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	04	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	05	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	06	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	07	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	08	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	09	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	10	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	11	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	12	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	13	TRUE
AirplaneLD	COL	0100	ReachabilityCardinality	14	FALSE
AirplaneLD	COL	0100	ReachabilityCardinality	15	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	00	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	01	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	02	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	03	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	04	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	05	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	06	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	07	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	08	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	09	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	10	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	11	TRUE
AirplaneLD	COL	0100	ReachabilityFireability	12	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	13	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	14	FALSE
AirplaneLD	COL	0100	ReachabilityFireability	15	FALSE
AirplaneLD	COL	0200	ReachabilityCardinality	00	FALSE
AirplaneLD	COL	0200	ReachabilityCardinality	01	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	02	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	03	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	04	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	05	FALSE
AirplaneLD	COL	0200	ReachabilityCardinality	06	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	07	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	08	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	09	FALSE
AirplaneLD	COL	0200	ReachabilityCardinality	10	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	11	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	12	FALSE
AirplaneLD	COL	0200	ReachabilityCardinality	13	FALSE
AirplaneLD	COL	0200	ReachabilityCardinality	14	TRUE
AirplaneLD	COL	0200	ReachabilityCardinality	15	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	00	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	01	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	02	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	03	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	04	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	05	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	06	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	07	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	08	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	09	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	10	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	11	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	12	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	13	TRUE
AirplaneLD	COL	0200	ReachabilityFireability	14	FALSE
AirplaneLD	COL	0200	ReachabilityFireability	15	TRUE
AirplaneLD	COL	0500	ReachabilityCardinality	00	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	01	TRUE
AirplaneLD	COL	0500	ReachabilityCardinality	02	TRUE
AirplaneLD	COL	0500	ReachabilityCardinality	03	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	04	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	05	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	06	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	07	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	08	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	09	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	10	TRUE
AirplaneLD	COL	0500	ReachabilityCardinality	11	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	12	TRUE
AirplaneLD	COL	0500	ReachabilityCardinality	13	FALSE
AirplaneLD	COL	0500	ReachabilityCardinality	14	TRUE
AirplaneLD	COL	0500	ReachabilityCardinality	15	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	00	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	01	FALSE
AirplaneLD	COL	0500	ReachabilityFireability	02	FALSE
AirplaneLD	COL	0500	ReachabilityFireability	03	FALSE
AirplaneLD	COL	0500	ReachabilityFireability	04	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	05	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	06	FALSE
AirplaneLD	COL	0500	ReachabilityFireability	07	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	08	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	09	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	10	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	11	FALSE
AirplaneLD	COL	0500	ReachabilityFireability	12	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	13	FALSE
AirplaneLD	COL	0500	ReachabilityFireability	14	TRUE
AirplaneLD	COL	0500	ReachabilityFireability	15	FALSE
AirplaneLD	COL	1000	ReachabilityCardinality	00	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	01	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	02	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	03	FALSE
AirplaneLD	COL	1000	ReachabilityCardinality	04	FALSE
AirplaneLD	COL	1000	ReachabilityCardinality	05	FALSE
AirplaneLD	COL	1000	ReachabilityCardinality	06	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	07	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	08	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	09	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	10	FALSE
AirplaneLD	COL	1000	ReachabilityCardinality	11	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	12	FALSE
AirplaneLD	COL	1000	ReachabilityCardinality	13	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	14	TRUE
AirplaneLD	COL	1000	ReachabilityCardinality	15	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	00	FALSE
AirplaneLD	COL	1000	ReachabilityFireability	01	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	02	FALSE
AirplaneLD	COL	1000	ReachabilityFireability	03	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	04	FALSE
AirplaneLD	COL	1000	ReachabilityFireability	05	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	06	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	07	FALSE
AirplaneLD	COL	1000	ReachabilityFireability	08	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	09	FALSE
AirplaneLD	COL	1000	ReachabilityFireability	10	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	11	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	12	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	13	FALSE
AirplaneLD	COL	1000	ReachabilityFireability	14	TRUE
AirplaneLD	COL	1000	ReachabilityFireability	15	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	00	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	01	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	02	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	03	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	04	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	05	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	06	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	07	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	08	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	09	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	10	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	11	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	12	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	13	TRUE
AirplaneLD	COL	2000	ReachabilityCardinality	14	FALSE
AirplaneLD	COL	2000	ReachabilityCardinality	15	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	00	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	01	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	02	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	03	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	04	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	05	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	06	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	07	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	08	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	09	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	10	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	11	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	12	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	13	TRUE
AirplaneLD	COL	2000	ReachabilityFireability	14	FALSE
AirplaneLD	COL	2000	ReachabilityFireability	15	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	00	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	01	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	02	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	03	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	04	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	05	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	06	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	07	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	08	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	09	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	10	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	11	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	12	TRUE
AirplaneLD	COL	4000	ReachabilityCardinality	13	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	14	FALSE
AirplaneLD	COL	4000	ReachabilityCardinality	15	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	00	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	01	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	02	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	03	FALSE
AirplaneLD	COL	4000	ReachabilityFireability	04	FALSE
AirplaneLD	COL	4000	ReachabilityFireability	05	FALSE
AirplaneLD	COL	4000	ReachabilityFireability	06	FALSE
AirplaneLD	COL	4000	ReachabilityFireability	07	FALSE
AirplaneLD	COL	4000	ReachabilityFireability	08	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	09	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	10	FALSE
AirplaneLD	COL	4000	ReachabilityFireability	11	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	12	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	13	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	14	TRUE
AirplaneLD	COL	4000	ReachabilityFireability	15	TRUE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	0	 TRUE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	0	 TRUE
BART	COL	002	ReachabilityCardinality	0	 TRUE
BART	COL	002	ReachabilityCardinality	0	 FALSE
BART	COL	002	ReachabilityCardinality	1	 TRUE
BART	COL	002	ReachabilityCardinality	1	 FALSE
BART	COL	002	ReachabilityCardinality	1	 TRUE
BART	COL	002	ReachabilityCardinality	1	 FALSE
BART	COL	002	ReachabilityCardinality	1	 TRUE
BART	COL	002	ReachabilityCardinality	1	 TRUE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	0	 FALSE
BART	COL	002	ReachabilityFireability	0	 FALSE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	0	 FALSE
BART	COL	002	ReachabilityFireability	0	 TRUE
BART	COL	002	ReachabilityFireability	1	 FALSE
BART	COL	002	ReachabilityFireability	1	 TRUE
BART	COL	002	ReachabilityFireability	1	 TRUE
BART	COL	002	ReachabilityFireability	1	 TRUE
BART	COL	002	ReachabilityFireability	1	 FALSE
BART	COL	002	ReachabilityFireability	1	 TRUE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	0	 TRUE
BART	COL	005	ReachabilityCardinality	0	 TRUE
BART	COL	005	ReachabilityCardinality	0	 TRUE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	0	 FALSE
BART	COL	005	ReachabilityCardinality	1	 TRUE
BART	COL	005	ReachabilityCardinality	1	 TRUE
BART	COL	005	ReachabilityCardinality	1	 FALSE
BART	COL	005	ReachabilityCardinality	1	 FALSE
BART	COL	005	ReachabilityCardinality	1	 FALSE
BART	COL	005	ReachabilityCardinality	1	 TRUE
BART	COL	005	ReachabilityFireability	0	 TRUE
BART	COL	005	ReachabilityFireability	0	 TRUE
BART	COL	005	ReachabilityFireability	0	 TRUE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	0	 FALSE
BART	COL	005	ReachabilityFireability	1	 TRUE
BART	COL	005	ReachabilityFireability	1	 TRUE
BART	COL	005	ReachabilityFireability	1	 TRUE
BART	COL	005	ReachabilityFireability	1	 FALSE
BART	COL	005	ReachabilityFireability	1	 FALSE
BART	COL	005	ReachabilityFireability	1	 TRUE
BART	COL	010	ReachabilityCardinality	0	 TRUE
BART	COL	010	ReachabilityCardinality	0	 FALSE
BART	COL	010	ReachabilityCardinality	0	 FALSE
BART	COL	010	ReachabilityCardinality	0	 FALSE
BART	COL	010	ReachabilityCardinality	0	 TRUE
BART	COL	010	ReachabilityCardinality	0	 TRUE
BART	COL	010	ReachabilityCardinality	0	 TRUE
BART	COL	010	ReachabilityCardinality	0	 FALSE
BART	COL	010	ReachabilityCardinality	0	 FALSE
BART	COL	010	ReachabilityCardinality	0	 FALSE
BART	COL	010	ReachabilityCardinality	1	 FALSE
BART	COL	010	ReachabilityCardinality	1	 TRUE
BART	COL	010	ReachabilityCardinality	1	 TRUE
BART	COL	010	ReachabilityCardinality	1	 TRUE
BART	COL	010	ReachabilityCardinality	1	 FALSE
BART	COL	010	ReachabilityCardinality	1	 FALSE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	0	 FALSE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	0	 FALSE
BART	COL	010	ReachabilityFireability	0	 FALSE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	0	 TRUE
BART	COL	010	ReachabilityFireability	1	 TRUE
BART	COL	010	ReachabilityFireability	1	 FALSE
BART	COL	010	ReachabilityFireability	1	 FALSE
BART	COL	010	ReachabilityFireability	1	 FALSE
BART	COL	010	ReachabilityFireability	1	 TRUE
BART	COL	010	ReachabilityFireability	1	 FALSE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 FALSE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 FALSE
BART	COL	020	ReachabilityCardinality	0	 TRUE
BART	COL	020	ReachabilityCardinality	0	 FALSE
BART	COL	020	ReachabilityCardinality	1	 TRUE
BART	COL	020	ReachabilityCardinality	1	 FALSE
BART	COL	020	ReachabilityCardinality	1	 TRUE
BART	COL	020	ReachabilityCardinality	1	 FALSE
BART	COL	020	ReachabilityCardinality	1	 FALSE
BART	COL	020	ReachabilityCardinality	1	 TRUE
BART	COL	020	ReachabilityFireability	0	 TRUE
BART	COL	020	ReachabilityFireability	0	 TRUE
BART	COL	020	ReachabilityFireability	0	 TRUE
BART	COL	020	ReachabilityFireability	0	 FALSE
BART	COL	020	ReachabilityFireability	0	 TRUE
BART	COL	020	ReachabilityFireability	0	 FALSE
BART	COL	020	ReachabilityFireability	0	 FALSE
BART	COL	020	ReachabilityFireability	0	 TRUE
BART	COL	020	ReachabilityFireability	0	 FALSE
BART	COL	020	ReachabilityFireability	0	 TRUE
BART	COL	020	ReachabilityFireability	1	 TRUE
BART	COL	020	ReachabilityFireability	1	 FALSE
BART	COL	020	ReachabilityFireability	1	 FALSE
BART	COL	020	ReachabilityFireability	1	 TRUE
BART	COL	020	ReachabilityFireability	1	 TRUE
BART	COL	020	ReachabilityFireability	1	 TRUE
BART	COL	030	ReachabilityCardinality	0	 FALSE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	0	 FALSE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	0	 FALSE
BART	COL	030	ReachabilityCardinality	0	 TRUE
BART	COL	030	ReachabilityCardinality	1	 TRUE
BART	COL	030	ReachabilityCardinality	1	 TRUE
BART	COL	030	ReachabilityCardinality	1	 TRUE
BART	COL	030	ReachabilityCardinality	1	 FALSE
BART	COL	030	ReachabilityCardinality	1	 FALSE
BART	COL	030	ReachabilityCardinality	1	 FALSE
BART	COL	030	ReachabilityFireability	0	 FALSE
BART	COL	030	ReachabilityFireability	0	 FALSE
BART	COL	030	ReachabilityFireability	0	 FALSE
BART	COL	030	ReachabilityFireability	0	 TRUE
BART	COL	030	ReachabilityFireability	0	 FALSE
BART	COL	030	ReachabilityFireability	0	 FALSE
BART	COL	030	ReachabilityFireability	0	 TRUE
BART	COL	030	ReachabilityFireability	0	 TRUE
BART	COL	030	ReachabilityFireability	0	 TRUE
BART	COL	030	ReachabilityFireability	0	 TRUE
BART	COL	030	ReachabilityFireability	1	 TRUE
BART	COL	030	ReachabilityFireability	1	 FALSE
BART	COL	030	ReachabilityFireability	1	 TRUE
BART	COL	030	ReachabilityFireability	1	 TRUE
BART	COL	030	ReachabilityFireability	1	 TRUE
BART	COL	030	ReachabilityFireability	1	 TRUE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	0	 FALSE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	0	 FALSE
BART	COL	040	ReachabilityCardinality	0	 FALSE
BART	COL	040	ReachabilityCardinality	0	 TRUE
BART	COL	040	ReachabilityCardinality	1	 TRUE
BART	COL	040	ReachabilityCardinality	1	 TRUE
BART	COL	040	ReachabilityCardinality	1	 TRUE
BART	COL	040	ReachabilityCardinality	1	 TRUE
BART	COL	040	ReachabilityCardinality	1	 TRUE
BART	COL	040	ReachabilityCardinality	1	 FALSE
BART	COL	040	ReachabilityFireability	0	 TRUE
BART	COL	040	ReachabilityFireability	0	 TRUE
BART	COL	040	ReachabilityFireability	0	 FALSE
BART	COL	040	ReachabilityFireability	0	 TRUE
BART	COL	040	ReachabilityFireability	0	 TRUE
BART	COL	040	ReachabilityFireability	0	 TRUE
BART	COL	040	ReachabilityFireability	0	 TRUE
BART	COL	040	ReachabilityFireability	0	 TRUE
